,,,,,
yAih-BNpsZo,"Togo–Après la douleur des kiosques dégagés, les Loméens face aux inondations",2023-04-18T19:06:52Z,113,0,innondations
W7IRkT10yYc,Le Togo prolonge l&#39;état d&#39;urgence de 12 mois dans la région des Savanes,2023-04-07T14:16:54Z,8118,49,innondations
TbG4TyvYF40,un tour à la foire Togo 2000,2023-03-02T03:35:16Z,11076,350,innondations
c-SP5ApRoLE,Pluie diluvienne suivie d&#39;inondation à Lomé au Togo,2023-07-13T13:36:00Z,56,3,innondations
e9t9vxl3MQQ,Météo Togo : Alerte sur les zones à risques d’inondations,2022-06-15T16:09:23Z,46,0,innondations
zjs6Ypig-kU,Inondations en Italie : au moins 13 morts et des dégâts considérables • FRANCE 24,2023-05-19T09:33:33Z,16240,55,innondations
ujVXIAxSXG4,Togo inondation à Athièmé madjikpeto,2022-05-08T20:48:14Z,15,0,innondations
tW3seqBhois,Innondation à Lomé au Togo,2023-09-04T17:43:27Z,8,0,innondations
FN7816crQec,Découvrez le quartier Todman à Lomé #Togo #Afrique #Voyage,2023-05-21T09:00:08Z,11739,223,innondations
kNr9GR_tTS4,inondation a lome #togo,2023-10-14T01:16:04Z,14,0,innondations
X0eLQpM3vIQ,LA RÉPUBLIQUE DES FESSES DU TOGO À DÉCRÉTÉ L&#39;INONDATION DE LA VILLE DE LOME.,2023-07-16T22:14:50Z,625,15,innondations
6HPcMTFqLTk,La chanteuse Beyoncé s&#39;est énervée en plein concert à Amsterdam,2023-06-21T13:28:55Z,632519,4737,innondations
JGlptgT8qtE,[Dîdîîî] Libreville : Inondation sur l&#39;axe échangeur d&#39;Awendje-Cité Damas,2023-05-20T13:24:16Z,678,4,innondations
Ouua3Uz9imU,TOGO : CHUTES D’ARBRES ET MAISON INONDÉES À LOMÉ APRÈS LA PLUIE CE 15 MAI 2023,2023-05-15T13:43:22Z,9679,111,innondations
kfLahhUH0EU,INONDATION A ADZOPE,2023-07-18T14:09:36Z,4084,22,innondations
OYdg-INz4CA,Un trouvaille mystérieuse étonne les chercheurs américains,2023-09-11T16:28:39Z,344038,1130,innondations
GlA_0u9p8Rg,Togo-En direct: Les funérailles de Sow Bertin Agba en cours à Accra,2023-07-28T11:41:21Z,878,0,innondations
gkKS15Jb-3Q,la dur réalité des habitants des nouveaux quartier de LOMÉ TOGO des qu&#39;il pleut #lométogo #capitale,2023-10-13T09:14:16Z,885,7,innondations
4oXCYj-G3aw,Le Gouvernement aux côtés des bassamois face aux inondations causées par les récentes pluies,2023-06-29T20:25:15Z,5415,29,innondations
F7yIbM2LwUE,Limiter &quot;les contenus obscènes&quot; au Togo : le gouvernement veut sanctionner des créations culturelles,2023-07-11T08:22:37Z,12816,195,innondations
9YirWQRUkb8,Désenclavement des Zones Rurales au Togo : Bientôt le Début de la Construction de 21 Ponts,2023-11-27T13:38:12Z,34,0,innondations
XTXkyAZvT0I,Togo : l&#39;image de l&#39;axe Be-direction olé après la pluie,2022-06-10T11:49:49Z,256,3,innondations
NiIx9H9Jbyg,"LOMé SAISON DES PLUIES, Lomé Togo, Vlog, les routes africaines la pluie à Lomé, diaspora togolaise",2023-06-30T15:00:16Z,4224,61,innondations
1Umd74cGhoc,Togo: mise en place d’un nouveau schéma directeur d’aménagement et d’urbanisme du Grand Lomé,2023-10-28T10:37:02Z,47,0,innondations
LSq2WrQEg1Y,Togo: grande pluie à Lomé,2023-09-03T12:09:25Z,49,1,innondations
gSwlrCYnxD0,life in Togo. spend the day with us buying and cooking.,2023-05-20T16:03:47Z,2264,73,innondations
afpalFFf6V4,"BÈ LOMÉ TOGO 🇹🇬 | Bè, lome, togo, bè",2023-04-03T19:30:34Z,1276,21,innondations
Re5J2ft2jGc,Miwoe negnon du  04 09 2023 -inondation à Lomé -Davié -Tsevie- GABON,2023-09-04T15:02:32Z,3388,46,innondations
EbIaoVBE9nI,La Pluie ! #motivation #nature #shorts #africa #togo #love #life,2023-08-27T16:01:14Z,2840,26,innondations
VJOAcZ24dGo,USA : New York peine à accueillir des migrants ouest-africains,2023-08-03T11:07:33Z,314866,1825,innondations
c70cewFJmK4,TOGO : Et dire que la pluie d&#39;hier a encore fait des victimes à Bè.,2022-05-24T12:08:54Z,357,5,innondations
nMy4R7s38XU,Togo : Pluies diluviennes dans les quartiers de Lomé,2023-05-20T18:11:58Z,754,5,innondations
KhVUOs5N5Xg,Gabon : au moins 2 morts et 28 portés disparus dans le naufrage d&#39;un ferry,2023-03-09T17:13:48Z,81263,364,innondations
ac_uu6AHAR0,Miwoe negnon du 05 10 2023 - innondation à Lomé -les routes - situation de nos écoles -,2023-10-06T02:40:09Z,2532,24,innondations
sJe_3QVhAgY,Togo - Kôdjoviakôpé Kids - Lomé - Vlog,2023-08-08T09:00:38Z,529,9,innondations
jkD6fXJZAiE,"Inondations à Lome, quartier Gbadago",2023-07-13T05:28:37Z,12177,81,innondations
RPcGO4Hq0PI,"Chaotic day in adidogomé market. Togo vlog. Life in Togo, cost of living in Togo.",2023-08-08T15:58:46Z,4464,100,innondations
HAFnY_6RlA0,Togo : 26 milliards de FCFA de pertes de productivité en 2020,2023-11-12T15:50:07Z,290,8,innondations
9Lg3wWN2aMs,Pluies abondantes annoncées dans le sud du Togo dans les prochains mois,2022-08-28T13:00:44Z,3,0,innondations
AZyssHgc-5Y,Inondation à Lomé (2),2023-07-12T21:21:52Z,61,1,innondations
hPwi4u7xmeU,Togo - De Lomé à Kpalimé - 14 Octobre 2023,2023-10-16T10:19:20Z,708,13,innondations
WMRxxfOIsHo,"Lome, Togo, le grand Agoe Après la pluie",2023-05-26T11:31:05Z,5862,17,innondations
0q4aSNb7gys,Deuils et souffrances après le tremblement de terre au Maroc,2023-09-11T00:20:00Z,465963,,innondations
nZIX5o_QHyg,Le pain d&#39;Assigamé Grand marché de Lomé,2023-06-03T09:00:24Z,15266,429,innondations
gu-Bv0Nhhpg,Togo- Focus sur les Champs écoles des producteurs,2022-01-26T11:00:44Z,215,7,innondations
Isvvl_TLcB8,"4K View of Lomé, capital of Togo. Aerial view of this African city, West Africa. Beautiful cityscape",2023-07-09T12:55:01Z,932,20,innondations
yOqi1ShwVlA,"Togo: Découvrez la beauté de Lomé ,Perle du golfe de Guinée en 2023",2023-06-19T13:18:36Z,1492,17,innondations
KCcbDbtdxJQ,"Centre Ville, Lome Togo",2023-05-25T02:01:27Z,1655,11,innondations
GW7kHliUVbY,"Exploring Lome, Togo",2022-05-25T16:47:27Z,643,14,innondations
hKLMxyp8B9Y,KOLANI - INNONDATION À LOME: EST CE QUE NOUS SOMMES FIERS DE CE PAYS ?,2022-05-24T14:02:25Z,2600,34,innondations
tb_mmZHR3KQ,Inondations après la pluie au Togo #togo #shorts #shortvideo,2023-07-14T10:35:29Z,10,0,innondations
6xH0mtUNO-I,Lomé-Togo 🇹🇬Après une forte pluie dans la matinée de mercredi... #228 #news,2023-07-14T05:36:46Z,106,3,innondations
pKbx-QdfWWU,"BADUIDA NOUVEAU MARCHé, MARCHé, LOMé, TOGO, DIASPORA TOGO",2022-12-02T16:00:22Z,892,22,innondations
I6zPj88Je0k,TOGO : LE MINISTRE AYEWOUADAN CRÉE UNE ONDE DE CHOC AVEC SES DÉCLARATIONS SUR LES INONDATIONS,2023-05-24T08:29:38Z,2882,29,innondations
J2YyhJvxiYA,TOGO JOURNAL TV2 DU 14 10 22,2022-10-14T21:35:26Z,39,0,innondations
-3MGApqLxmU,Togo : encore des inondations à Lomé au mois de Septembre ?,2023-08-30T16:07:13Z,23,0,innondations
JRRdV8Rdoa8,Togo : Inquiétudes sur la liberté de la presse,2023-03-17T22:04:57Z,2578,18,innondations
kLGkQiEgjis,&quot;La Mairie apporte des solutions à l&#39;inondation dans les quartiers de la Commune du Golfe 4&quot;,2022-05-24T21:33:33Z,889,8,innondations
qbmDYi7yn58,Inside a luxurious furnished apartment in Adebayor Emmanuel neighborhood lomé Togo.,2023-07-13T17:08:41Z,994,31,innondations
ziR5jx9ukpI,énoulédjo togo,2023-07-12T19:52:33Z,6,0,innondations
RAE_-y6QEBo,You wouldn&#39;t believe This is Lomé Togo west Africa 🇹🇬🇹🇬🇹🇬. Take a ride with me.,2022-05-11T16:17:32Z,2366,52,innondations
